ID,Content,Aspect,Opinion,Sentiment
Lady of the house pays attention to elegant details,"Beautiful as pictured, buy whole Himalayan  salt and whole peppercorns for an elegant touch to any kitchen. Mine happens French country transitional as is LR, DR.",Himalayan and,salt,POS
Verified Purchase,"Beautiful mill, looks like the pic or better.  Works much better than the Martha Stewart mills I bought at Target years ago.  Also, not sure the picture or description conveys this, but there is a gorgeous ""S"" on the hardware on the very top of the mill.  It is such an adorable, thoughtful detail that I was pleasantly surprised by when opening the package.  :)",,,
It's exquisite.,They attract a lot of attention with guests. One small caveat below.  Once in a while I find the pepper version stuffs working well and I have to flip the device over and push the mechanism back up. It’s a small issue and everyone thinks they’re just great.,,,
Verified Purchase,"Beautiful, sturdy, made in USA, and perfect for my table!",,,
